,CANT,DESCR,SUBTOTAL_PARTIDA
681,6,BOB DSD CAL.12 17.7MMØX55CM  5.2 OHMS,9270.0
682,1,"TUB INOX 7/16""ØX50CM 18KW220V ""J"" ESP/PL",3026.6
683,3,"CAS INOX 1/4""ØX2"" 175W240V EXT30CM C/TJ",2437.59
684,1,"BOQUILLA 11/2X1""1/2"" 300W 240V""",385.0
685,2,BOB 8020 CAL.26 5MMØX70CM 30W 127V GAZA,1310.0
686,10,BOB 8020 5.5MMØX750MM 1500W115V GAZ40,5045.0
687,12,CBS INOX 8MMØX265MM 500W 220V EXT.1MT,7159.2
688,1,"TERMOPAR CERAMICO T/K"" LONG 12"" CAL 8""",510.0
689,20,"TUB. ENCAPSULADA 5/16Øx780mm 1500W 240V""",29506.0
690,2,TUBULAR 11mmØx450mm 4500W 480V 6pz,7460.0
691,1,"TERMOPAR K 3/16Ø  X 1'  1/2 EXT. 2 MT""",245.0
692,1,"TUB INOX 5/16""ØX32CM 1250W 127V ""M"" BUSH",1410.0
693,2,"CAS INOX 3/4""ØX12"" 4000W 260V EXT12"" FV",1657.94
694,2,"CAS INOX 3/4""ØX24"" 2700W 220V EXT.12"" FV",2098.6
695,2,"CAS INOX 3/4""ØX85MM 500W 240V EXT.12"" FV",1263.68
696,2,"CAS INOX 3/4""ØX260CM 2000W260V EXT.12""FV",1600.38
697,5,TERMOPAR J3/16 Ø X 1' 1/2 EXT.  1.5 MT,905.0
698,5,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2 MT,1125.0
699,1,"TU ""U"" Ø 8 MM X 500 MM 3000 W 220V",1572.45
700,4,"TER K 5/16""ØX10"" CON1/2""-1/2"" EXT10M C/M",6400.0
701,6,"TER K 3/16""ØX10CM 1/2""X22CM 1/2""NPT/MAR",6438.0
702,6,"TUB INOX 5/8""ØX83.5CM 1050W136V T/TORN",5976.0
703,2,"CAS INOX 3/8""ØX8 1/2"" 500W 110V EXT.40CM",1115.0
704,1,"TERMOPAR K 3/16Ø X 1'  1/2 EXT. 1 MT""",192.0
705,2,"TERMOPAR CERAMICO T/ K"" LONG 12"" CAL.14""",620.0
706,2,BAN A/COMUN 117MMØX100MM 1250W240V C/STD,1506.08
707,6,"TUB INOX 3/8""ØX102CM 2000W400V ""M"" BUSH",9300.0
708,6,"TUB INOX 3/8""ØX107CM 2000W400V ""M"" BUSH",9000.0
709,1,"TUB INOX 5/16""ØX15CM 537W 127V PARR/90°",564.1
710,1,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 6 MT,521.04
711,4,"TERMOPAR CERAMICO T/K"" LONG 12"" CAL 8""",1940.0
712,4,"TERMOPAR CERAMICO T/ K"" LONG 12"" CAL.14""",1240.0
713,3,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2 MT,465.0
714,4,CAM INOX 10MMØX10CM 300W 127V EXT.30CM,2158.4
715,2,"TUB INOX 7/16""ØX335MM 1800W 440V ""M"" BUS",2760.0
716,15,"TERMOPAR K 3/16Ø  X 1'  1/2 EXT. 2 MT""",4962.0
717,2,BAN P COMUN 218MMX85MM 800W440V 2BA T/TO,690.0
718,2,BAN P COMUN 219MMX275MM 1800W440V 4B/TOR,1989.28
719,2,BAN P A/COMUN 185MMX245MM 1200W440V T/TO,1210.8
720,1,"TUB INOX 3/8""ØX175MM 350W220V ""U"" BUSH",735.65
721,2,"TUB INOX 5/16""ØX203MM 1500W 240V U TAP1""",1217.5
722,30,PRE-SEPARADOR CINTA 7.8 OHMSX 3MT LONG,8100.0
723,4,BOB 8020 CAL.17 19MMØX355MM LON 21KW240V,3153.92
724,1,FAB BOB 8020 CAL.17 7000W 240V M/BAST,2818.4
725,1,"CAS INOX 1/4""ØX2"" 175W240V EXT30CM C/TJ",812.43
726,6,"TUB INOX 5/8""ØX485MM 750W 254V RECTA/ALE",6180.0
727,4,"CAS INOX 1/4""ØX2 1/2"" 125W 127V EXT30CM",1831.28
728,2,TEA K ELEMENTO 12CMX EXT.40CM CERAMICO,2940.0
729,2,"TUB INOX 7/16""ØX510MM ""U""8000W 440V TAP",4372.0
730,10,"PT-100 2MMX1"" DESNUDO EXT.113CM SOGUILLA",3750.0
731,3,"CAE 9.4MMØx2""LONG ESC90°150W 220V Ext22""",1125.0
732,10,"TER T 3/16""ØX47MM EXT 3MT CON/SOG/CLAV",7962.5
733,10,"TER T 3/16""ØX82MM EXT 3MT CON/SOG/CLAV",8505.0
734,2,AK 1MMØX15CM EXT1MT MALLA CLA/MACHO,1270.0
735,1,"TUB INOX 5/16""ØX800MM 2000W127V ""J"" TBOY",702.59
736,1,"PT-100 1/4""ØX15CM CON1/2""-1/2""NPT EXT30C",1265.0
737,2,"BAN INOX 4""ØX4"" 500W230V T/TOR C/ALLEN",1350.0
738,2,BAN INOX 41MMØX203MM 1000W220V C/STD,1392.0
739,9,"CAS INOX 3/8""ØX1 1/2"" 80W 127V EXT.30CM",4397.58
740,6,"TER J 3/16""x6"" LONG EXT 1.5 MTS PLICA",4260.0
741,3,"TUB ""U""7/16""ØX835mm EN BRIDA3""18KW440V.",10047.0
742,2,"TUB INOX. 7/16""Øx700mm U 10KW 440V U TAP",5330.0
743,1,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 3 MT,435.72
744,1,BAN P COMUN 45MMX390MM 1200W240V B/CERAM,648.3
745,1,REPARACION TERMINALES BANDA 1500W 220V,419.0
746,100,BOBINA DSD CAL.17 12mmØx410mm 4000W 254V,36950.0
747,5,BOBINA BASTIDOR 12mmØx410mm 12kW440V 3pz,22504.4
748,4,"TUB INOX. 5/16""Øx625mm 1200W, 220V. U",2502.8
749,5,"TUB INOX 5/16""x625mm 950W 220V U",3128.5
750,6,"TUB INOX. 5/16 Øx625mm 850W,220V U",3754.2
751,2,P.CUARZO 10CMX20CM 1600W440V EXT30CM TK,3036.0
752,1,P.CUARZO 10CMX50CM 4000W440V EXT30CM TK,2776.65
753,1,"TUB INOX 1/4""ØX40CM 6000W230V ""U"" PLACA",2008.0
754,6,"TER T 3/16""ØX11/2"" EXT.3MT PUNTA OJILLO",3522.0
755,4,"PT-100 3/8""ØX35MM EXT.1.5MT CON-1/2""NPT",3122.0
756,1,"TUB INOX 7/16""ØX42CM 2000W 240V ""M"" BUSH",1165.95
757,1,"TUB INOX 7/16""ØX690MM 1000W 127V ""U"" BUS",1112.0
758,4,"TUB INOX 1/4""Øx297mm 1750W 220V ESP BUSH",5016.8
759,1,"TERMOPAR CERAMICO T/ K"" LONG 12"" CAL.14""",310.0
760,3,"TERMOPAR CERAMICO T/K"" LONG 12"" CAL 8""",1455.0
761,3,"TUB INOX 5/16""ØX325MM 1700W 240V ""M"" BUS",2764.11
762,1,"TUBU"" 5/16""Øx280mm 600W 127V C/PLACA""",518.97
763,7,"TUBULAR  U"" 1/2""Øx660mm 4500W440V 3pz""",21372.75
764,1,"TEA K"" 18mmØx540mm CABEZA MARINA""",1054.0
765,2,BAN INOX 130MMØX60MM 800W 220V/380V,1047.7
766,2,"TUB INOX 7/16""ØX510MM ""U""8000W 440V TAP",4372.0
767,1,BAN M/LUNA INOX 205mmx143mm. 1200W 120V,727.58
768,1,"TER J 3/16""ØX4"" EXT.2MT MALLA/RES/ZAP",343.0
769,3,"TUBULAR  ""U"" 5/16""Øx13.5"" 4500W480V 3pz",2928.0
770,1,"TERMOPAR CERAMICO T/K"" LONG 24"" CAL 8""",732.0
771,1,"TUB INOX 7/16""ØX42CM 2000W 240V ""M"" BUSH",1165.95
772,2,BAN M/LUNA 100MMØX41MM 200W240V C/STD,809.3
773,2,BAN M/LUNA 270MMX42MM 900W 240V C/STD,1297.0
774,2,BAN P COMUN 62MMX140MMX200M 900W240V ORI,1297.0
775,2,BAN P COMUN 62MMX140MMX200M 900W240V STD,1386.7
776,1,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 7 MT,576.03
777,1,TERMOPAR J 3/16 Ø X1'  1/2 EXT.  8 MT,657.12
778,1,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 6 MT,499.7
779,1,BP S/BLINDAJE 160MMX160MM 900W127V EXT3O,659.6
780,10,ABRAZADERA INOX PARA AJUSTE 2 pz c/u,1230.0
781,20,"TEA J"" 3/16""Øx22MM EXT2MT BAY2GIR/ADAPT",7100.0
782,15,"TEA J"" 3/16""Øx22MM EXT2MT BAY2GIR/ADAPT",5325.0
783,1,"TERMOPAR K DOBLE CAL8 x18 FUND INOX 316""",2068.5
784,2,"TER EK DOBLE1/2Øx12""x24"" EN INOX-T316""",4928.4
785,6,"TUB ALET U 5/16""ØX470MM 1000W 440V BUS/L",5880.0
786,1,"FAB TERMOPOZO 6MMØX85MM CON 1/2""NPT",1074.04
787,4,"TER J OJILLO 1/4""Ø EXT 5MT MALLA/RES/ZAP",3155.52
788,1,"PT-100 3/16""ØX1 1/2"" EXT.7MT TEFLON 2HIL",727.31
789,1,"TERMOPAR CERAMICO T/ K"" LONG 12"" CAL.14""",624.27
790,1,"TER J OJILLO 3/16""Ø EXT 5MT MALLA ZAP",572.0
791,6,"TER J OJILLO 3/16""Ø EXT 10MT MALLA ZAP",4872.0
792,1,PT-100 6MMØX110MM CONECTOR EXT15MTS,1548.0
793,2,BS/BLINDAJE 168MMXLADO 700W127V F/OCTAGO,1320.0
794,2,BAN A/COMUN 345MMØX71MM 2000W 440V STD,2372.34
795,3,BAN P COMUN 30MMX114CM 1500W110V T/TORNI,2025.0
796,5,"PT-100 3/16""ØX11/2"" EXT3MTS TEFLON Z-PIN",4692.65
797,8,"TUB INOX ALETA 5/16""ØX600MM U 2KW254V BU",13329.44
798,1,"TUB INOX 7/16""ØX42CM 2000W 240V ""M"" BUSH",1165.95
799,54,CAS INOX 12.5MMØX125MM 300W 280V EXT1MT,32783.62
800,27,CAS INOX 12.5MMØX165MM 300W 280V EXT.1MT,16510.82
801,3,CAS INOX 12.5MMØX265MM 400W 280V EXT.1MT,2260.25
802,3,CAS INOX 12.5MMØX85MM 150W 280V EXT.1MT,1606.44
803,3,"TERMOPAR CERAMICO T/K"" LONG 12"" CAL 8""",1717.5
804,1,"PT-100 1/4""ØX215MM EXT1.5MT CON7/16""FINO",794.0
805,1,"TUB INOX 3/8""ØX210MM 1500W 240V CIRC/90°",941.0
806,4,BAN P INOX 80MMX250MM 400W 220V T/TOR,2545.2
807,1,TERMOPAR J 3/16 Ø X 1' 1/2 EXT.  5 MT,400.0
808,2,"TUB INOX 1/2""ØX147CM 35KW480V 2 1/2"" NPT",14266.34
809,3,"TER J 1/8""ØX120MM EXT2MT MALLA/TRAN5/16""",2394.0
810,1,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 1 MT,139.0
811,3,"CBS INOX 1/2""ØX8"" 350W 110V ESC EXT30CM",2360.1
812,4,"PT-1000 1/4""ØX2"" EXT. 1MT DE PVC 2 HILOS",8420.0
813,5,"AEROPACK J 1/8""ØX88MM EXT3MT CON1/8""NPT",3260.0
814,4,"TUB INOX 5/6""ØX30CM 1800W220V ""J"" ESP/CO",3874.0
815,2,"ELEM K CAL. 8 x12"" C/FUNDA CERAMICA",4436.54
816,10,"PT-100 3/16""Øx3 1/2"" LONG EXT3MTS,3HILOS",8100.0
817,11,"TUB INOX 5/16""x2580mm M 1800W 220V BUSHI",17077.5
818,1,"TERMOPAR CERAMICO T/ K"" LONG 12"" CAL.14""",348.0
819,1,REAPARACION PLANCHA SERIGRAFIA 1.8KW120V,3120.0
820,1,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 3 MT,315.0
821,2,TERMOPAR J 3/16 Ø X 1' 1/2 EXT.  5 MT,871.44
822,1,"TUB INOX 5/16""ØX215MM 1500W 240V U 1""NPT",1127.0
823,1,"TUB INOX 1/2""Øx68CM U 4000W 220V PLACA C",4956.73
824,4,CARTUCHO Ø 8 MM X340 MM 500W 220 V,1628.0
825,4,CARTUCHO Ø 8MM X 520 MM 500 W 220 V,2165.0
826,4,CBE INOX 10MMØX460MM 300W 48V EXT30CM,5460.0
827,4,CART INOX 11.43mmØx450mm 300W 48V CABLE,2727.0
828,1,REPARACION CARTUCHO 27MMØX2150MM 2KW440V,3200.0
829,2,REPARACION CARTUCHO 27MMØX1800MM 2KW440V,6400.0
830,1,REPARACION CARTUCHO 27MMØX1697MM 2KW440V,3200.0
831,1,"TUB COBRE 7/16""Øx415MM 18KW 500V ""J"" 3PZ",3521.6
832,30,BOBINA CAL.8 DSD C/TERMINALES EN INOX,38979.6
833,3,"TEA K 1/2""Øx1800mm CON1/2-1/2 C/MARINA",12750.0
834,1,PT-100 4mmx100mm EXT 2 MTS DOBLEZ A 45°,846.2
835,2,"CAS INOX 3/8""ØX5 1/2"" 250W240V EX1.5M PL",2101.38
836,2,"TUB INOX 5/16""ØX205MM 1500W240V ESPIR/BU",4265.1
837,4,P.CUARZO 98MMX340MM 1600W110V EXT11CM TK,14600.0
838,4,P.CUARZO 98MMX340MM 1600W110V EXT. 11CM,13000.0
839,5,P.CUARZO 10CMX25.5CM 1000W240V EX40CM TK,12750.0
840,2,TERMOPAR J3/16 Ø X 1' 1/2 EXT.  1.5 MT,310.0
841,21,"TUB INOX ALETADA 7/16""ØX26CM 950W277V U",19243.56
842,1,"TUB INOX 1/2""ØX670MM 22.5W480V BRIDA 6""",25258.15
843,4,"TUB INOX 7/16""ØX490MM U ESP 3200W 220V",3845.8
844,1,"BAN P INOX 5 1/2""X5 1/2"" 660W220V EX30CM",485.2
845,1,"BAN P INOX 5 1/2""X4 1/2"" 600W220V ESPEC",570.3
846,1,"BAN P INOX 5 1/2""X5 1/2"" 660W220V EX30CM",485.2
847,1,"BAN P INOX 5 1/2""X4 1/2"" 600W220V ESPEC",570.3
848,6,"TER J 3/16""ØX1"" EXT7MT MALLA Z/INOX",4116.0
849,2,"BOQUILLA 2X2""  350W 240V""",924.0
850,2,"TUB INOX 1/2""X66CM 4500W 480V 2 1/2"" 3PZ",8377.26
851,1,REPARACION DE BATIDOR 16.6KW 440V,14000.0
852,12,"TUB INOX 5/16""ØX190MM 1250W127V TAP1""NPT",9900.0
853,10,"PT-100 3/16""Øx3 1/2"" LONG EXT3MTS,3HILOS",8100.0
854,1,"TUB COBRE 7/16""Øx415MM 18KW 500V ""J"" 3PZ",3521.6
855,10,"TERMOPAR K 3/16Ø  X 1'  1/2 EXT. 2 MT""",2070.0
856,4,"PT-100 3/8""ØX4"" EXT.1.5MT CON-1/4""NPT",4820.0
857,5,"TER J 4MMØX4"" EXT 5MT F/MALLA/RES/ZAP ES",2927.5
858,5,"TER K 4MMØX4"" EXT 5MT F/MALLA/RES/ZAP ES",3240.0
859,1,"TUB INOX 3/8""ØX35CM 3200W240V J TAP11/2""",1697.71
860,5,BAN MICA Ø120MM X 50 MM 700W 440V T TOR,4106.5
861,1,RESISTENCIA 10CMX10CM 1060W120V B/CERAMI,4125.0
862,1,"TUB INOX 5/16""ØX150MMX221MM 1000W127V BU",1369.18
863,2,BAN M/LUNA 165MMØX178MM 2000W 440V T/TOR,1772.0
864,2,BAN P COMUN 10CMX15CM 500W440V T/TOR4ORI,1390.0
865,2,BAN P A/COMUN 185MMX245MM 1200W440V T/TO,1330.0
866,1,FABRICACIÓN ESPECIAL 1300W 115V,18869.0
867,1,"TERMOPOZO 3/8""ØX10CM CONEC 1/2""-1/2""NPT",600.0
868,10,"PT-100 1/4""ØX3 1/2"" CON 1/2""-1/2""NPT C/M",12500.0
869,6,"CAS INOX 3/4""ØX12"" 4000W 260V EXT12"" FV",5472.0
870,6,"CAS INOX 3/4""ØX24"" 2700W 220V EXT.12"" FV",6924.0
871,6,"CAS INOX 3/4""ØX85MM 500W 240V EXT.12"" FV",4176.0
872,6,"CAS INOX 3/4""ØX260CM 2000W260V EXT.12""FV",5328.0
873,10,CARTUCHO Ø 8 MM X 500 MM 500 W 220 V,5090.0
874,6,CARTUCHO Ø 8 MM X340 MM 500W 220 V,2442.0
875,16,"TUBULAR ""U"" 11mmØx510mm 3kW 289/500W 3pz",31024.0
876,3,"TUB INOX 7/16""ØX595MM 5000W 220V ""U"" BUS",3192.0
877,5,"TERMOPAR CERAMICO T/K"" LONG 12"" CAL 8""",2425.0
878,5,"TERMOPAR CERAMICO T/ K"" LONG 12"" CAL.14""",1550.0
879,7,"TUB INOX 5/16""ØX132CM 1500W 127V ESP-BUS",8764.0
880,3,PISTOLA DE AIRE 3500W 220V,2160.0
881,1,"TUB INOX 5/16""Øx40CMS U 2000W 220V TAPON",1215.5
882,10,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2 MT,1850.0
883,5,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 1 MT,625.0
884,2,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2 MT,326.0
885,3,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 3 MT,714.0
886,3,"TERMOPAR CERAMICO T/K"" LONG 12"" CAL 8""",1488.0
887,4,"TUBULAR  ""U"" 5/16""Øx13.5"" 4500W480V 3pz",3904.0
888,30,"TUB. ENCAPSULADA 5/16Øx780mm 1500W 240V""",44259.0
889,4,"TUBULAR  ""U"" 5/16""Øx13.5"" 4500W480V 3pz",3904.0
890,20,"TUB. ENCAPSULADA 5/16Øx780mm 1500W 240V""",29506.0
891,4,"TUBULAR  U"" 1/2""Øx660mm 4500W440V 3pz""",12213.0
892,2,TERMOPAR J3/16 Ø X 1' 1/2 EXT.  1.5 MT,310.0
893,4,"TER J 3/16""ØX45CM EXT5MT RES/CLAV/MACH",4028.0
894,1,"TUB INOX 1/4""ØX110CM 1100W120V RECTA PLA",853.0
895,4,"TUB Ø 7/16 X 71 CM LONG ""U"" 3600W440V",9438.8
896,1,"TUB INOX 5/16""ØX24CM 750W220V J TAPBOY",1139.86
897,4,PISTOLA DE AIRE 3500W 220V,2880.0
898,3,"TER EK DOBLE1/2Øx12""x24"" EN INOX-T316""",7392.6
899,2,"TERMOPAR K DOBLE CAL8 x18 FUND INOX 316""",4137.0
900,4,CALTA 8MM Ø X 240 MM 500 W 220 V RECTO,1653.6
901,1,"TER J ESCUADRA 3/16""ØX25CMX5CM EXT 1.5MT",785.0
902,1,"TUB INOX 1/2""ØX500MM 10KW 220V 2 1/2""NPT",5909.84
903,2,"TUB INOX 7/16""ØX58CM 4200W 480V ""U"" PLAC",4471.8
904,12,"TUB INOX 5/8""ØX485MM 750W 254V RECTA/ALE",12360.0
905,2,BAN INOX 40MMØX170MM 700W 240V T/TOR,870.0
906,1,"TUB INOX 7/16""ØX650MM 7600W 220V 2""NPT",5251.28
907,30,BOBINA CAL.8 DSD C/TERMINALES EN INOX,38979.6
908,1,REAPARACION DE HORNO 1500W 127V,1320.0
909,1,"TERMOPAR CERAMICO T/ K"" LONG 18"" CAL.14""",483.54
910,1,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2 MT,155.0
911,5,"CAE 9.4MMØX2.372"" 150W120V ESC90° EXT22""",2450.0
912,4,TJ 4MMØX30MM EXT.70.66CM MALLA INOX/ZAP,1228.0
913,1,"TER J 6MMØX2""  EXT.50CM F/SILICON Z/PIN",661.2
914,2,"TU Ø 3/8X 1155 MM ""J"" 1500W 440 V",3392.5
915,1,"TU Ø3/8 X 1155 MM ""J"" 1500W 440V TERMOST",2290.12
916,1,"TUB INOX 1/4""Øx355MM 4500W230V ESP/PLAC",2278.45
917,15,"TUB INOX 3/8""ØX95MM 900W115V CUADRADA",11025.0
918,4,CAS 6.5MMØX40MM 200W 127V EXT.3MT C/TJ,6348.0
919,3,"TEA K 1/2""ØX254MMLON 1/2""-1/2""NPT CAB/MA",4796.25
920,3,"TER K CAL. 8 x10"" C/FUNDA CERAMICA 17MM",6654.0
921,1,"AK 1/8""ØX15"" CONEC3/8""NPTX5/16"" CLAV MAC",785.0
922,21,"TUB INOX ALETADA 7/16""ØX26CM 950W277V U",19243.56
923,2,TIRA P INOX. 300mmx38mm 500W 220V TORNIL,690.0
924,2,"TUB INOX 5/16""ØX352MMX215MM 900W127V TOR",1575.0
925,1,TERMOPAR J3/16 Ø X 1' 1/2 EXT.  1.5 MT,154.31
926,1,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 1 MT,120.0
927,2,BOB 8020 CAL.22 2.8MMØX2MT GAZA 50MM 127,3308.68
928,3,BOB 8020 CAL.22 2.8MMØX3MT GAZA 50MM 127,7444.77
929,4,"BANDA MED. LUNA 22.1/2""x6"" 3kW 460V",4522.0
930,1,"TUB INOX 1/4""ØX150CM 900W 230V 27DOBLEZ",1284.0
931,1,"TUB INOX 1/2""ØX670MM 22.5W480V BRIDA 6""",25258.15
932,1,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 7 MT,668.0
933,1,BAN MICA INOX 33mmØx26mm 100W 230V CAJA,758.5
934,3,BOB 8020 4MMØX600MM 1000W 127V T/OJILLO,1575.0
935,6,"TUB INOX 5/16""ØX700MM 780W 220V ""M"" ESPE",3751.2
936,3,"TUB INOX 5/16""ØX795MM 780W 120V T/TORNI",1875.6
937,1,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2 MT,155.0
938,3,"TUB INOX 5/16""Øx132MM 1000W 230V ESP/CAB",2949.0
939,1,TER J 6MMØX21MM EXT.1.5MTS MALLA/RESORTE,535.0
940,1,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 1 MT,125.0
941,1,TERMOPAR J3/16 Ø X 1' 1/2 EXT.  1.5 MT,155.0
942,1,"TUB INOX 5/16""ØX296MM 1300W 110V ""M"" ESP",1048.97
943,2,"TUB INOX 1/2""ØX345MM 500W240V U BUSH-M18",2112.7
944,2,"TUB INOX 1/2""ØX246MM 3000W480V ""M"" BUSH",1970.0
945,1,"TER J 6MMØX2""  EXT.50CM F/SILICON Z/PIN",661.2
946,20,PT-100 FORMA ESPECIAL EXT. DE 1.5 MTS,18700.0
947,6,"TUB INOX 7/16""Øx190mm 2000W 400V BUS/LAT",13065.0
948,3,BN INOX 111MMØX85MM 1000W127V CIERRE STD,5973.0
949,10,ABRAZADERA INOX PARA AJUSTE 2 pz c/u,1230.0
950,3,"TUB RECTA 1/2øX800mm 950W 140V""",2116.5
951,3,"TUB RECTA 1/2""ØX800MMLON 1000W 73V T/TOR",2116.5
952,7,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 7 MT,4242.0
953,1,"TERMOPAR CERAMICO T/K"" LONG 24"" CAL 8""",813.0
954,8,"CART INOX 3/4""x24"" LONG 1500W 220V",6118.4
955,1,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 3 MT,265.08
956,1,"TERMOPAR CERAMICO T/K"" LONG 18"" CAL 8""",597.0
957,5,"TUB ""J"" Ø 8 MM X 240 CM 5500 W 220 V",7756.0
958,1,BAN INOX 192MMØX150MM 3500W 440V C/ALLEN,1584.6
959,2,REPACION A SELLADORA DE BANDA CONTINUA,1349.64
960,2,RESIST TIPO BOBINA CAL. 6 DSD 30 KW 440V,36965.56
961,3,PISTOLA DE AIRE 3500W 220V,2160.0
962,1,BC INOX 245MMØX346MM 6KW 480V EXT3MTS,9700.0
963,1,"TIRA INOX 38MMX60CM 1000W220V T/TIPO ""C""",653.0
964,2,"TUB INOX 5/16""ØX76CM 1200W 230V ESP",2200.0
965,2,"TUB INOX 7/16""ØX510MM ""U""8000W 440V TAP",4372.0
966,10,"TERMOPOZO COBRE 3/8""x126mm 1/2""A1/2"" NPT",3516.4
967,2,FAB BOB 100MMX200MM 4500W480W AHOGA/ALUC,3948.62
968,1,FAB BOB 100MMX500MM 7500W480W AHOGA/ALUC,2874.31
969,2,"CBE 5/8""ØX1.75MTLON 1500W440V T/PLICA",4430.0
970,2,"BOQUILLA 11/2X1""1/2"" 300W 240V""",924.0
971,4,"ELEM K CAL. 8 x12"" C/FUNDA CERAMICA",8873.08
972,2,"TUB INOX 1/4""ØX155MM 930W127V ESP-7DOBLE",1225.2
973,5,"TUB INOX 3/8""Øx4040mm ESP 4000W 254V",16000.0
974,12,"CBS INOX 5/8""ØX152MM 400W 220V EXT.35CM",9372.0
975,15,"CAS INOX 5/8""ØX5 1/2"" 1050W 240V ESC90°",17700.0
976,20,"TUB. ENCAPSULADA 5/16Øx780mm 1500W 240V""",29506.0
977,20,PT-100 6MMØX6CM EXT 4MT TEFLON 4HILOS,22891.6
978,20,"TERMOPAR K 3/16Ø  X 1'  1/2 EXT. 2 MT""",6616.0
979,4,"TUB INOX7 /16x115CMS CLIP15KW220V PLACA""",10484.6
980,2,"TER J 1/4""ØX6"" EXT3MT CONEC/DESLIZ 1/4""Ø",1038.28
981,1,"TUB INOX 5/16""ØX25CM 3000W240V ""U""T/PUMA",1443.3
982,1,"TUB INOX 5/16""ØX315MM 3KW240V 3 ELIPSES",1033.0
983,1,TER K  PUNTA PINX60CM MALLA INOX ZAP/PIN,295.0
984,10,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2.5 MT,3860.0
985,1,"TERMOPAR CERAMICO T/K"" LONG 24"" CAL 8""",813.1
986,1,"TUB INOX 1/2""Øx650mm U 12KW 220V TAPON",3450.74
987,1,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2 MT,225.0
988,1,"RC 5/8""ØX75CM 4200W 480V CLAVIJA T/PLANC",2256.35
989,3,"TERMOPAR CERAMICO T/K"" LONG 24"" CAL 8""",2196.0
990,12,"CAS INOX 3/4""ØX16"" 750W 240V EXT.30CM",8940.0
991,10,"CAS INOX 3/4""ØX16"" 1000W 240V EXT.30CM",8642.0
992,2,"TUBULAR  J"" 5/16"" 230MM 4500W 220V""",1999.81
993,1,"TUBULAR U"" 11mmØx510mm 3kW 460V 3pz""",1800.0
994,1,"TERMOPAR K DOBLE CAL8 x18 FUND INOX 316""",2068.5
995,1,TERMOPAR K DOBLE CAL14x21 FUNDA CERAMICA,3213.0
996,4,"TER EK DOBLE1/2Øx12""x24"" EN INOX-T316""",9856.8
997,20,"PT-100 3/16""Øx3 1/2"" LONG EXT3MTS,3HILOS",16200.0
998,1,"PT-100 5/16""ØX1MT CON1/2""-1/2""NPT C/MARI",1075.31
999,8,"CAS INOX 1/2""ØX8"" 500W 127V EXT30CM",6028.0
1000,1,"TUS INOX 5/16""ØX30CM 1000W 127V ""U""",497.89
1001,3,"BC PLANA 6""LARx4 1/4""ANC 2000W 220V C/TJ",7200.0
1002,2,BOB 8020 CAL.19 1612W 127V CER-10CANALES,1294.0
1003,2,BOB 8020 CAL.19 1612W 127V CER-8CANALES,1294.0
1004,2,"CAS INOX 1/2""ØX3"" 400W 127V EXT.30CM",1125.0
1005,2,"TERMOPAR CERAMICO T/K"" LONG 24"" CAL 8""",1626.21
1006,9,CAS INOX 12.5MMØX165MM 300W 280V EXT.1MT,6879.51
1007,1,CAS INOX 12.5MMØX265MM 400W 280V EXT.1MT,941.77
1008,1,CAS INOX 12.5MMØX85MM 150W 280V EXT.1MT,669.35
1009,2,BAN P INOX 75MMX254MM 350W 127V T/TOR,1726.0
1010,1,"TUB INOX.5/16""Øx473mm U 2500W 220V TAPO",1045.31
1011,2,BAN P INOX 75MMX254MM 350W 127V T/TOR,1803.0
1012,3,"TUB INOX 7/16""ØX595MM 5000W 220V ""U"" BUS",3192.0
1013,20,"TUB. ENCAPSULADA 5/16Øx780mm 1500W 240V""",29506.0
1014,1,TUBULAR 11mmØx450mm 4500W 480V 6pz,3730.0
1015,1,"TERMOPAR CERAMICO T/K"" LONG 12"" CAL 8""",485.0
1016,2,"TUB INOX 1/4""Øx355MM 4500W230V ESP/PLAC",4556.9
1017,1,"TUB INOX 5/16""ØX205MM 1000W 127V ""U"" BUS",817.89
1018,1,"BOQUILLA 11/2X1""1/2"" 300W 240V""",385.0
1019,10,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2.5 MT,3860.0
